VisitReasonId,Name,SpecialtyId,SpecialtyName
pc_-mRg3uwFH0i9rhpik-LfBB,Type B Aortic Dissection,sp_143,Cardiothoracic Surgeon
pc_VXhBUVSD2EexA7Pu8WdVRh,Aortic Stent Grafts,sp_142,Vascular Surgeon
pc_P2_zjj7mMEiR5ZSazFlM0B,Popliteal Aneurysm,sp_142,Vascular Surgeon
pc_9ojTnwzAT0ei9lPnQVdU9x,Endoleak,sp_142,Vascular Surgeon
pc_6piaexKsD0i6uKi3pq1MBx,Open Aneurysm Repair,sp_142,Vascular Surgeon
pc_kQsDfMEdHkaO4ZaZFy6qzR,Penetrating Aortic Ulcer,sp_142,Vascular Surgeon
pc_mBlJmd8ZPUqp8x8yWlaY7x,Aortic Dissection,sp_143,Cardiothoracic Surgeon
pc_K5dh7MaHa02nYDguewamEh,Peripheral Aneurysm,sp_142,Vascular Surgeon
pc_IDtnuPMh50O4ShZJl4Nt4h,Claudication,sp_142,Vascular Surgeon
pc_VU0ZUlyI00ipYAbMBGqJwh,Iliac Artery Aneurysm,sp_142,Vascular Surgeon
pc_WGAxUY_kIUSxup740l1yXB,Atherectomy,sp_142,Vascular Surgeon
pc_XTT20NCQLkWU4P3FhoRuvB,Peripheral Artery Bypass - Leg,sp_142,Vascular Surgeon
pc_CbXeKkUh6k68aWvbCzdOah,Limb Salvage Surgery,sp_142,Vascular Surgeon
pc_i0-mpjqc2U6153zTiiNHJR,Mesenteric Stent,sp_142,Vascular Surgeon
pc_4uX5VEWMSkWmzfHVWNdwxh,Splenic Artery Aneurysm,sp_142,Vascular Surgeon
pc_IHSy9pLu80OO_f2Mb-11Nh,Visceral Artery Aneurysm,sp_142,Vascular Surgeon
pc_T7v6adS3Y0iNanpwwXatFB,"Renal Artery Stenosis ",sp_142,Vascular Surgeon
pc_7ix0TIuLJkaZJk73GOqOqx,Renal Artery Aneurysm,sp_142,Vascular Surgeon
pc_cGoBKJJxeU-akYKi3rXo5x,Renal Artery Stent,sp_142,Vascular Surgeon
pc_mbmMqoDm8kqdiMe1Hb_A3x,Edema,sp_99,Internist
pc_S5RIK1pVfE2Mp70QvZ5Zjh,Phlebitis,sp_142,Vascular Surgeon
pc_1nsqWJ7i9k6hF66hA0Yz9R,Venous Ulcer,sp_470,Wound Care Specialist
pc_fCVSNXlUw0mDrCLRre3MYh,Inferior Vena Cava Syndrome,sp_105,Cardiologist
pc_zybBqR-W5EKkUlZjRlLC6h,Paget-Schrötter Syndrome,sp_142,Vascular Surgeon
pc_NLvMv4ToJk6iLBYHwgMZwx,Arteriovenous Graft Placement,sp_142,Vascular Surgeon
pc_HfUMoz0wbkCzQBxP8G4zYx,"Fistulagram ",sp_429,Vascular Interventional Radiologist
pc_ifGmV1TdTUWK_hGu492pNh,Takayasu Arteritis,sp_142,Vascular Surgeon
pc_p1SAZDnjV0qyydAWvYsozh,Vascular Infection,sp_142,Vascular Surgeon
pc_z31y0FqvYUGeCcblVKqGbh,Ambulatory Dysfunction,sp_128,Neurologist
pc_hxr0-ZJk-ECJb_bSnFy5ax,Jumping Stump Syndrome,sp_128,Neurologist
pc_OAWbplt9h0Oqs6UVD3NmuR,Stiff-Person Syndrome (SPS),sp_128,Neurologist
pc_KD5TGDMJsEqSBh31CpQB8B,Nerve Inflammation / Neuritis,sp_128,Neurologist
pc_AvSaW7fa1EG1s0vS6hzIpx,Spasmodic Torticollis,sp_113,Neurosurgeon
pc_E6ApIFJMNkWWSD2QMswuUh,Acromegaly,sp_127,Endocrinologist
pc_Y7DwoQUO9kuR8VY8c6A8Sx,Cervical Radiculopathy,sp_113,Neurosurgeon
pc_Rbupytfc00uVRJ_4Ypk2QR,Tethered Cord Syndrome,sp_113,Neurosurgeon
pc_wd0ZLmbxtUSfSHELEl7n2B,Ultrasound Scan - Vascular,sp_570,Ultrasound Facility
pc_ct40qmgBUkKL3e6cgTtlBB,Ambulatory Phlebectomy,sp_101,Dermatologist
pc_OZ8arQ9CQE2S8u72AQkCeR,Peripheral Artery Disease,sp_142,Vascular Surgeon
pc_eBKGD4PvpU6RubL5OcZgfx,Relationship Counseling,sp_337,Psychologist
pc_59YyyqDwVUWRxvO01GRIAh,Multinodular Goiter,sp_127,Endocrinologist
pc_2B2JOojvlku_pCJUXbcHYh,Thyroiditis,sp_127,Endocrinologist
pc_nyNbkta38UO8qi6RFL6Uax,Hürthle Cell Neoplasms,sp_127,Endocrinologist
pc_Lz23G_VKBE-er3Dlk4YEHB,Drug-Induced Thyroid Diseases,sp_127,Endocrinologist
pc__6IFkGymT0KKkvDZsPZ2hR,Thyroid Function Tests,sp_127,Endocrinologist
pc_3Md4pb8_fkWccHfKtIYwuB,Papillary Thyroid Cancer,sp_127,Endocrinologist
pc_vLCbQPEeV0-F2zAPFMTxyR,Medullary Thyroid Cancer (MTC),sp_127,Endocrinologist
pc_B5oDfTa4NkuxQJWKgq9kkh,Follicular Thyroid Cancer (FTC),sp_127,Endocrinologist
pc_z5zsV93xWkuzcZwgwlDwSB,Anaplastic Thyroid Cancer (ATC),sp_127,Endocrinologist
pc_AwDUv1fxHEexHcXGlDbNCB,Metastatic Thyroid Cancer,sp_127,Endocrinologist
pc_X2P_mwPAhkKjwuGQpP_nNR,Recurrent Thyroid Cancer,sp_127,Endocrinologist
pc_Q67WeMpnXEWjD0W1vipu1B,Gestational Diabetes  / Diabetes during Pregnancy,sp_127,Endocrinologist
pc_hgLqtggPoUyp0_zMzQb_Yh,Maturity Onset Diabetes of the Young (MODY),sp_127,Endocrinologist
pc_M4wix68R2USMco9vfoJjqB,Latent Autoimmune Diabetes of Adults (LADA),sp_127,Endocrinologist
pc_6oRxZc5eiU2rHJU90N_oKh,Steroid-Induced Diabetes,sp_127,Endocrinologist
pc_iW-dFOT24ECPnX1EwHqfmB,Pancreatic Diabetes,sp_127,Endocrinologist
pc_eqNEprzPy0SMtkQwTnuUZh,Cystic Fibrosis-Related Diabetes (CFRD),sp_127,Endocrinologist
pc_k0zKF7mXy0WE_3zCDfGrox,Hyperprolactinemia / Elevated Prolactin Level,sp_127,Endocrinologist
pc_vHUGo0g_XE2EauU58e3Wrx,"Diabetes Insipidus (DI) ",sp_127,Endocrinologist
pc_ZImi-hz8kUOFf_JamjYlwx,Empty Sella Syndrome (ESS),sp_127,Endocrinologist
pc_PFQ5s0Bq1UGPKEzKQLxKeR,Hypopituitarism,sp_127,Endocrinologist
pc_gNqwoqfVGU2pceRiL_9BEB,"Panhypopituitarism ",sp_127,Endocrinologist
pc_6VYXrzwjaEecgT6odw0hCh,Pituitary Adenoma,sp_127,Endocrinologist
pc_udC8bpX55Uq-uKLBtT3mFx,Pituitary Stalk Lesions,sp_127,Endocrinologist
pc_AyzZckjuN0yJVa7SStoVch,Hypophysitis,sp_127,Endocrinologist
pc_yAYRGaFRTkqNtLjNn_DMNh,Low Cortisol Levels / Hypocortisolism /  Addison’s Disease,sp_127,Endocrinologist
pc_BrKgv5CPBEirrpA1u3DlEB,Glucocorticoid Deficiency,sp_127,Endocrinologist
pc_lqUoyKHUzEiuvTb2IZmFFR,Mineralocorticoid Deficiency,sp_127,Endocrinologist
pc_8FtXhhh2e0Sp1kexSbQPMh,Adrenal Nodule,sp_127,Endocrinologist
pc_p-oNQFFrs02O83RMux2esR,Adrenal Incidentaloma,sp_127,Endocrinologist
pc_ad9BTL1WXkuGrfnG4El0RR,Adrenal Cancer,sp_127,Endocrinologist
pc_DestJvfbYE2tC5vl06Sm4h,Hyperaldosteronism,sp_127,Endocrinologist
pc_iqWVbNaYY0mIH-NN4F9lox,Bilateral Adrenal Hyperplasia,sp_127,Endocrinologist
pc_TT05pdQGwke3Z_Bv2KV-vh,Pheochromocytoma (PCC),sp_127,Endocrinologist
pc_m4lFc0XBzUCRPY8gklHMzR,Malignant Hypertension,sp_105,Cardiologist
pc_SZDSxAVanEmFbXj2lwyqOh,Adrenal Hypertension,sp_127,Endocrinologist
pc_ibaLtvMJdU2DLDOzOsLsYh,Steroid Dependence,sp_127,Endocrinologist
pc_LlEwu2xjekqaMctTZlrfIh,Nonclassic Congenital Adrenal Hyperplasia (NCAH),sp_127,Endocrinologist
pc_qOMLl0zv2Uik9HiH2lvcMB,"Classic Congenital Adrenal Hyperplasia (CAH) ",sp_127,Endocrinologist
pc_6eQ4f3xiVE-qxfEHkTIrZx,Overactive Parathyroid / Hyperparathyroidism,sp_127,Endocrinologist
pc_MarBIzOo_ki4K5gUMLM5nB,Underactive Parathyroid / Hypoparathyroidism,sp_127,Endocrinologist
pc_Akk_qMqs1kq5-bklLJMJ5h,Parathyroid Hyperplasia,sp_127,Endocrinologist
pc_oQAbqIPx40iQe7u80vel6R,Parathyroid Adenoma,sp_127,Endocrinologist
pc_GB4LjAXat0-R-Vfx8wjx0B,Parathyroid Cancer,sp_127,Endocrinologist
pc_CvLUmxseLUOU-Cy2ONmt4h,"High Calcium Level / Hypercalcemia ",sp_127,Endocrinologist
pc_HVq5E3aIjkK6B7ft-1cVHx,Low Calcium Level / Hypocalcemia,sp_127,Endocrinologist
pc_-KZJbFLXY0yDcIn-C5T2jR,Vitamin D Deficiency,sp_153,Primary Care Doctor
pc_3gcRieNB0kuytuDJSoZ2NR,Steroid-Induced Osteoporosis (SIOP),sp_109,Rheumatologist
pc_Zu60QgLxl0yDpcCb2VKikR,Klinefelter Syndrome,sp_127,Endocrinologist
pc_j-Nm7kGDPEePBt7yO2YLiB,Kallmann Syndrome,sp_127,Endocrinologist
pc_WSe1T6o5KEebthprQ3Flzx,Hirsutism,sp_127,Endocrinologist
pc__fwrN-TS00iTJlV6zcnwex,Hyperandrogenism,sp_127,Endocrinologist
pc_CWer1DA0IUqM-PCx3Tyrox,Absence of Menstruation / Amenorrhea,sp_368,Gynecologist
pc_FRkpaKFhTUO4DBqE9Qd6nx,Multiple Endocrine Neoplasia (MEN) Type 1,sp_127,Endocrinologist
pc_mIUEG6PskE-E-BfJq2GF6h,Multiple Endocrine Neoplasia (MEN) Type 2,sp_127,Endocrinologist
pc_9tdRx6FPr0aeGkEIz00Z0B,Pancreatic Neuroendocrine Tumor,sp_111,Oncologist
pc_ay0B7LAxAU6hdO1PLzcBUx,Insulinoma,sp_127,Endocrinologist
pc_YVDiB87yfUmoqdTOcWVBih,Nesidioblastosis,sp_127,Endocrinologist
pc_veCZqa2_7EeU1I991kwmZB,Gastrinoma,sp_127,Endocrinologist
pc_iVJLrbEqjE-Av9Ai2k3hex,Glucagonoma,sp_127,Endocrinologist
pc_WNfNtPym60qyuDhQztBy1x,VIPoma,sp_127,Endocrinologist
pc_XPH5xbMw_0uhg0jfxOe5cR,Carcinoid Tumor,sp_127,Endocrinologist
pc_jNdZe4DnYk-J11_TwpDNrh,Pituitary Microadenoma,sp_127,Endocrinologist
pc_OinEHTwyxE6emkIUZjFwjh,Hemangioma,sp_101,Dermatologist
pc_D9pqxI7eZESZT8fZaAvS7h,Hand Deformities,sp_144,Hand Surgeon
pc_t3t0Ic15aU2yySsAI-4ffB,Child and Adolescent Psychiatry,sp_250,Child and Adolescent Psychiatrist
pc_Le04NpPQVk6v0CboU4hpYB,Wound Dehiscence,sp_470,Wound Care Specialist
pc_jNINNkgRhUe9EeKOiyMjOR,Panniculectomy,sp_120,Plastic Surgeon
pc_vW4ulBBooUutSV4LZ6-QEB,Botox Follow Up,sp_101,Dermatologist
pc_MQrfYAPOiUaPQatvaKOpRB,Filler Follow Up,sp_101,Dermatologist
pc_X0gysrYp4USdwFYfLmKZAR,Periods,sp_104,OB-GYN
pc__NUSa8Qvp0qPmMt6tCsXlx,Cavitation,sp_105,Cardiologist
pc_UB2IsdBMqUG2-74ZPBBe4h,Radio Frequency Skin Tightening,sp_101,Dermatologist
pc_2tLdzWMkXEygCwDfMKVymh,Scar Treatment,sp_101,Dermatologist
pc_0BcPhH-ZO0ayjPjlUMHaBh,Primary Care Consultation,sp_153,Primary Care Doctor
pc_t300fmpMcEyBXM8nmYVBHx,"Pediatric Thyroid Consultation ",sp_242,Pediatric Endocrinologist
pc_6jLJiqDN6E2I5KBQeraYih,Pediatric Thyroid Follow Up,sp_242,Pediatric Endocrinologist
pc_06pEf3Wbj02AVINlQpsAvR,Labral Tear,sp_117,Orthopedic Surgeon
pc_3xImbPKbl0C5S9YUATOGOB,Shoulder Separation,sp_129,Sports Medicine Specialist
pc_kiv61mYBGUG-_aXT1sIr-B,Bicep Injury,sp_129,Sports Medicine Specialist
pc_MPcZ_EfqR0WhZ18vvrdfKB,Golfer's Elbow / Medial Epicondylitis,sp_129,Sports Medicine Specialist
pc_i2e5s8Y3702hE9QyLzZkKR,"Ulnar Collateral Ligament (UCL) Sprain ",sp_129,Sports Medicine Specialist
pc_ae4qGjGuKEiG6QYl9p2P3R,Wrist Sprain,sp_129,Sports Medicine Specialist
pc_87yOT-cNTUK18YiwhKTTtB,De Quervain Syndrome,sp_129,Sports Medicine Specialist
pc_SNEIrVDgQEOQgX-kjcfMYx,Ganglion Cyst,sp_129,Sports Medicine Specialist
pc_GjJh18l7JE-Av-nVTIEjcx,Finger Sprain,sp_129,Sports Medicine Specialist
pc_jMZHsB4zs0OSjj182WFkxh,Groin Injury,sp_129,Sports Medicine Specialist
pc_mOYlLN3e-EmaG4yz4ZHkGB,Iliotibial Band Syndrome (ITBS),sp_129,Sports Medicine Specialist
pc_12jZkHb7JUSvxNb8dgkj8R,Hip Bursitis,sp_129,Sports Medicine Specialist
pc_H3zx41MF4EOfdQxU2kx0gh,Knee Sprain,sp_129,Sports Medicine Specialist
pc_TRuev8tyAEiG9vOYgqPNKB,Patellar Tendinopathy,sp_129,Sports Medicine Specialist
pc_TPSNWR1-MEmEpNdOpdLRCR,Quadriceps Tendinopathy,sp_129,Sports Medicine Specialist
pc_qSvQZIqfhEypT5iGEaQo9B,Osgood–Schlatter Disease (OSD),sp_129,Sports Medicine Specialist
pc_zH0Yt5V9HEuGJ7wmFEPeUR,Baker's Cyst,sp_109,Rheumatologist
pc_a-PUQO92yEuIusd3ye7Ifh,Shin Splints,sp_129,Sports Medicine Specialist
pc_Q_mWSmHllk-u8yBL3rZgKx,Calf Strain,sp_129,Sports Medicine Specialist
pc_uycE6by9CE2Sj5z8FpCu5B,Hamstring Strain / Pulled Hamstring,sp_129,Sports Medicine Specialist
pc_p_ZhDsaryUWoDbyr-m9n8R,Cervical Sprain / Strain,sp_287,Neuromuscular Specialist
pc_MQ3CrpLoaEWQL_6g_uuBxx,Lumbar Sprain / Strain,sp_336,Physiatrist
pc_WZMVJTzbbE-crwk9tnigrh,Satellite Lesion,sp_101,Dermatologist
pc_U5ewqQb2QEyeLJ9vHVGDXx,Custom Splints,sp_335,Physical Therapist
pc_JikGBQ9Kuk2IDDBWFBes1R,"Tiredness / Fatigue ",sp_153,Primary Care Doctor
pc_n7W-qmECeUqSkhwdqcQrjB,Throbbing,sp_153,Primary Care Doctor
pc_1k-1IQ1EdUK1t5A_iEixQx,Leg Cramps,sp_153,Primary Care Doctor
pc_AZNkFggXLkS_lUFu-BdWIR,Inpatient Psychiatric Services,sp_122,Psychiatrist
pc_dlKM_Fa5l0uAd9yk7PlOPh,Tubal Ligation Reversal,sp_104,OB-GYN
pc_a0anSuWsfEKVht_s0iKjuh,Arm Fracture,sp_117,Orthopedic Surgeon
pc_JSR8WZfLJUqK4oHvWVSvwh,Leg Fracture,sp_117,Orthopedic Surgeon
pc_bC6WBNMN8ky4NCoUwxDG3R,Hand Fracture,sp_117,Orthopedic Surgeon
pc_7QxKREWwxEiJXOTbc6ZZAh,Abnormal Mammogram,sp_255,Breast Surgeon
pc_dsUtyDnBdE-tO2Ra0hiboh,Abnormal Breast Ultrasound,sp_255,Breast Surgeon
pc_y96S9b6SQEik_ipFDZPVtR,Abnormal Breast MRI,sp_255,Breast Surgeon
pc_ci1cjgLFy0iKZ-mPdsC8Px,Abnormal Breast Biopsy,sp_255,Breast Surgeon
pc_sHJx5PPiMk26nf4NTGhQbh,Radiology Testing Follow Up,sp_111,Oncologist
pc_DE9vrJsgCkuOJn8jNXa4hx,Myositis,sp_109,Rheumatologist
pc_XPrqASvmMkuYTN2BU1E_-R,Pediatric Cardiology Consultation,sp_240,Pediatric Cardiologist
pc_Ix8vk06sFEqN7aw31VwATx,Fetal Cardiology Consultation,sp_240,Pediatric Cardiologist
pc_uCn0XeKJqUm20ZTxGuXfcx,Ingrown Toenail,sp_121,Podiatrist
pc_-vP2KjB7rUqiRkusysajdB,SLAP Tear / SLAP Lesion,sp_117,Orthopedic Surgeon
pc_dG_xA9p34USXo1N1BBH9kR,Meniscus Tear,sp_129,Sports Medicine Specialist
pc_1zb_7lsy4UufINwXmRQS8x,Anterior Cruciate Ligament (ACL) Injury,sp_129,Sports Medicine Specialist
pc_FKQStvg2qUijLIGFPJIzjx,Female Infertility,sp_398,Infertility Specialist
pc_zTYkY75rP0Otnp-Tww9Dtx,Fertility Counseling,sp_104,OB-GYN
pc_eYi1BKIJiE6kPTlZw-sD_h,Collagen Injection,sp_101,Dermatologist
pc_VK6hTsFiL0is4cFr5L05Jh,HCG Weight Loss Program,sp_359,Dietitian
pc_87RPm5sUrE6DX6a1sA1oth,Excessive Sweating / Hyperhidrosis,sp_101,Dermatologist
pc_RGUfpv0T7EyAsefh7wTf-B,Anterior Mediastinal Mass,sp_143,Cardiothoracic Surgeon
pc_fnB2lcfe2E-XzC6KEHUZCR,Bronchogenic Cyst / Mass,sp_143,Cardiothoracic Surgeon
pc_KTAkF0DTB0-ZL04Vy-THFx,Chest Wall Mass,sp_143,Cardiothoracic Surgeon
pc_XZyVKHK44UK0TFWvVQz69h,Empyema,sp_143,Cardiothoracic Surgeon
pc_gxrXgOmstEyCNu4WSqymyB,Mediastinoscopy,sp_143,Cardiothoracic Surgeon
pc_GqpzyVDEHEqI9YwlpF89WR,Mediastinal Tumors / Mass,sp_143,Cardiothoracic Surgeon
pc_KyxD3WNSe0qYYKzhqd4tWR,Pericardial Cyst / Mass,sp_143,Cardiothoracic Surgeon
pc_AEDt-IJnREejbp0jr_Pxch,Pleural Disease,sp_143,Cardiothoracic Surgeon
pc_PAgXso9k2EmzvjIdywokqx,Thoracoscopic Sympathectomy,sp_143,Cardiothoracic Surgeon
pc_C1Lxy1wlzEuV3yt3Y6Boqx,Thymus Cancer,sp_143,Cardiothoracic Surgeon
pc__JPcgKO1okmXfi1ONIIpMx,Mediastinal Abnormalities,sp_143,Cardiothoracic Surgeon
pc_m9B0GAShXkaVBTNUYGgJgR,Thymus Gland Disorders,sp_143,Cardiothoracic Surgeon
pc_V92R65ANwE6tNCKrCL3emR,Constrictive Pericarditis,sp_143,Cardiothoracic Surgeon
pc_gjvq7paeh0C5FaBuqkrWzh,Idiopathic Pulmonary Fibrosis,sp_143,Cardiothoracic Surgeon
pc_xiUeYlM_eUuXa-Tz50tj_B,Aortic Insufficiency,sp_143,Cardiothoracic Surgeon
pc_YDlZIxR1m0m8Cwl9H4WavB,Aortic Valve Repair / Replacement,sp_143,Cardiothoracic Surgeon
pc_C-hKx52oBku9eeuSWALRch,Leaky Heart Valve,sp_143,Cardiothoracic Surgeon
pc_5qXHAUIXeEmBr751dTCdFB,Mitral Stenosis,sp_143,Cardiothoracic Surgeon
pc_Ys94jcTgzEebw_M0AO8SYB,Mitral Valve Repair / Replacement,sp_143,Cardiothoracic Surgeon
pc_IvRur6OtskCvRz3LuiqkoB,Aortic Root Aneurysm,sp_143,Cardiothoracic Surgeon
pc_ixU-uNInUk-Tg0qw4PIqhh,Anomalous Coronary Artery Angiography,sp_143,Cardiothoracic Surgeon
pc_mv4Gts-yCEm6oUhwY9JDtB,Ascending Aorta Dilatation,sp_143,Cardiothoracic Surgeon
pc_zxoaFa0hSk6SLwSfeEuJnB,Aortic Valve Regurgitation,sp_143,Cardiothoracic Surgeon
pc_qVL1mQXRz0OOH6m3MTAPVh,Thymic Cancer,sp_143,Cardiothoracic Surgeon
pc_H-mpwmWyK0-8-vWi7CmFRh,Port-A-Cath Insertion and Removal,sp_143,Cardiothoracic Surgeon
pc_BpUMYA-rR0uff62tLSllnR,Heller Myotomy,sp_143,Cardiothoracic Surgeon
pc_9DiXplDTzUqgbymszPZ5Jx,Nissen Fundoplication,sp_143,Cardiothoracic Surgeon
pc_cY4UVNS9MEGcsW039mBkbh,Robotic Thoracic Surgery,sp_143,Cardiothoracic Surgeon
pc_xHumD_WlvUSrI8Wp7Uy6_x,Limb Lengthening and Realignment,sp_117,Orthopedic Surgeon
pc_wvpisjI4m0aMlQfTeYDUhR,Dental Sleep Medicine Consultation,sp_98,Dentist
pc_wCqkUh0-RUWWfs9HbfJ_eB,Dental Sleep Medicine Follow Up,sp_98,Dentist
pc_cKDi6SncnUmWEEkh62i2iB,Pediatric Anaphylaxis / Allergy,sp_347,Pediatric Allergist
pc_5VwRYCNTjkGxVID5sPJERx,Lipoma,sp_120,Plastic Surgeon
pc_FGMopwRA6UiSi4DqbUG5vh,Minimally Invasive Gynecologic Surgery,sp_104,OB-GYN
pc_3jX0EYPKAUKNu3q93OjoYh,Minimally Invasive Hysterectomy,sp_104,OB-GYN
pc_UpcoL3oahkefMTHZ3JDAox,Minimally Invasive Excision of Endometriosis,sp_104,OB-GYN
pc_WThwh4bZn0qKWKPZyETQDx,Minimally Invasive Fibroid Removal,sp_104,OB-GYN
pc_lPK2ZyeiEEimPG7vEqESgx,Gynecologic Surgery Consultation,sp_368,Gynecologist
pc_oxXE8rHmAka4PlRu9FIlJR,Gynecologic Surgery Follow Up,sp_368,Gynecologist
pc_XMusS-ekjEGHoBHdq5wOyx,Amalgam Removal Consultation,sp_98,Dentist
pc_vKhAAUhES0uybF2gaUawrx,Metatarsalgia,sp_121,Podiatrist
pc_T1IefDoZy0eUfsc5rWqPAx,Podiatric Care,sp_121,Podiatrist
pc_aveBh5Zyg0OwHvv0VS6lwx,Menstrual Migraine,sp_368,Gynecologist
pc_dRXULAiV2E60NHxNvEq_Hx,Hair Transplant,sp_120,Plastic Surgeon
pc_-kWIIl6Y0U2tJHhwXYXm5h,Regenerative Medicine for Pain Management,sp_336,Physiatrist
pc_1Ap_mL40iE6oWzgAgB5Zfh,Lasik Surgery Consultation,sp_116,Ophthalmologist
pc_tQGQQIevt0Wqn1u65RqwER,Lasik Surgery Follow up,sp_116,Ophthalmologist
pc_Anye8bq7XkOTW7hKecfH8B,Ear Fullness / Popping,sp_130,"Ear, Nose & Throat Doctor"
pc_NZGhhLKLpEOu7aH8hcMsmR,Ear Drainage / Discharge,sp_130,"Ear, Nose & Throat Doctor"
pc_DIrWafEu-U67UFAPXABWOx,Foreign Body in Ear Canal,sp_130,"Ear, Nose & Throat Doctor"
pc_DAy7eqEHrk-0TD0WSN6--x,Foreign Body in Nose,sp_130,"Ear, Nose & Throat Doctor"
pc_JpzMrnmslEi_-4q8ay_AyR,Loss of Smell / Anosmia,sp_130,"Ear, Nose & Throat Doctor"
pc_rvgNKZMeY0qJiQ-kV6opzh,Nasal Congestion,sp_130,"Ear, Nose & Throat Doctor"
pc_2dWT2DEH2UuZVx7HjHKHjR,Mouth Ulcer,sp_130,"Ear, Nose & Throat Doctor"
pc_1XvGbGAax0aSlC9Cs2bfgB,Throat Clearing Problems,sp_130,"Ear, Nose & Throat Doctor"
pc_9eObVlyXPk2gKq412VIf6h,Tongue Ulcer / Mass,sp_130,"Ear, Nose & Throat Doctor"
pc_bphcPcxEIE2gSyBOf0PsZR,Upper Respiratory Infection,sp_130,"Ear, Nose & Throat Doctor"
pc_NSMk_EfSzkap1_7SrRAj3R,Perforated / Ruptured Eardrum,sp_130,"Ear, Nose & Throat Doctor"
pc__YG3o4So4EOI0isNifn2oR,Enlarged / Inflamed Tonsils,sp_130,"Ear, Nose & Throat Doctor"
pc_0r_yRNnJCEG5yNZDzpTD2B,Foreign Body - Swallowed or Lodged,sp_130,"Ear, Nose & Throat Doctor"
pc_XtBk8TiD2k2RBatTv1_Loh,Sinus Headache,sp_130,"Ear, Nose & Throat Doctor"
pc_joi1QflczUKaSSUViYwhjR,Pilates Rehabilitation,sp_335,Physical Therapist
pc_nkaK0HUNQEa3OdgK0q0ohB,Swelling in Legs,sp_153,Primary Care Doctor
pc_aVnguIXwl0OOqAvvHgbVpR,2 Week Well Baby Checkup,sp_100,Pediatrician
pc_SEXeseZMCUKpMEvJsJtN4x,Contraception Removal,sp_104,OB-GYN
pc_1MGix2SqGkqmtzP868BcZR,Laser Treatment for Gynecologic Warts,sp_104,OB-GYN
pc_CjE1zpVkb0G6Q3RFC0wzLR,Hand Arthritis,sp_117,Orthopedic Surgeon
pc_byrc8l6gfEebAZbNfJ7idB,"Transgender Medical Follow Up ",sp_153,Primary Care Doctor
pc_Fzl-dDvFBEqYXem5DZPiZh,Transgender Care,sp_153,Primary Care Doctor
pc_4RTUoO3sxUyu-9lDIk-JFh,Colon Surgery,sp_158,Surgeon
pc_DijhIzamz02OJ-AAsu9kXh,Distal Pancreatectomy,sp_158,Surgeon
pc_-offq95ZiEuHVBezyxbUFh,Splenectomy,sp_158,Surgeon
pc_qyrnJFrl10eO6F8kGUz2_R,Sleeve Gastrectomy,sp_158,Surgeon
pc_cZHHJCxOy0SfeiGUaHp5-B,Well Women's Exam,sp_104,OB-GYN
pc_bgNVrMcXlkeGciz_ZuKmmx,Orthopedic Consultation (Foot & Ankle),sp_279,Foot & Ankle Specialist
pc_TnkHjpZlu0Cc7EdkRm3_3h,Orthopedic Follow Up (Foot and Ankle),sp_279,Foot & Ankle Specialist
pc_NKgzrRo6AEu1vFHZa-ioNh,"Foot and Ankle Second Opinion ",sp_279,Foot & Ankle Specialist
pc_qY-pJzh94kuUwKKD_QB4UR,Torn Tendons / Ligaments (Foot and Ankle),sp_279,Foot & Ankle Specialist
pc_fR0R5SDTckeCu9i1AcgsSB,Orthopedic Follow Up (Hand),sp_144,Hand Surgeon
pc_jGi-Jvomx0KoMPXao0QuTB,Orthopedic Consultation (Hand & Wrist),sp_144,Hand Surgeon
pc_5NVEAiC3XEqevQ77vshkmR,Hand Complications,sp_144,Hand Surgeon
pc_nBMZFkymw06J9B30k0IxIx,Gallbladder Polyp,sp_133,Colorectal Surgeon
pc_7CVTB_H_HUSC-9tWKd20Dx,PTCA Follow Up,sp_105,Cardiologist
pc_HIHUPYyn8U26E64y5GxRWx,Cardiac Catheterization Second Opinion,sp_105,Cardiologist
pc_1cue4sYS4UaShmImHm6JKh,Weight Loss Surgery Follow Up,sp_256,Bariatric Surgeon
pc_nK7dNeDPV0K756Q0GApRwB,Weight Loss Surgery Consultation,sp_256,Bariatric Surgeon
pc_FfehJvtkC0yWQv5DUFGJnh,Sebaceous Cyst,sp_158,Surgeon
pc_GICn77ED4Eix3oEWFEDgjx,Breast Imaging Follow up,sp_255,Breast Surgeon
pc_GI6zUX6ZdUKGPdkcyNp8mx,Breast Infection,sp_255,Breast Surgeon
pc_ODiKY7WWzk6I81I2ZhqyvR,Vascular Laparoscopic Surgery Follow Up,sp_142,Vascular Surgeon
pc_fFIAQGZ7t0mJjsUFQwipUR,Vaccine Allergy,sp_132,Allergist
pc_PvBopPIGh0ypEH1sClruGR,Discoid Lupus Erythematosus (DLE),sp_101,Dermatologist
pc_Z6PHLlf-5k2ZiddFp2pTfx,Gunshot Wound,sp_258,Trauma Surgeon
pc_O1DWP0DJ-0ycWOpc1aRRIh,Breast Reduction,sp_255,Breast Surgeon
pc_XbXd6pGmFUmodydiM0ieXB,Spinal Cord Surgery Consultation,sp_290,Spine Specialist
pc_vFOMsMKX30-P4U106bZYZh,Robotic Thoracic Surgery Consultation,sp_477,Thoracic Surgeon
pc_8poc5OLhuEK8wWC0tC_Jrh,Discoid Lupus,sp_101,Dermatologist
