InsurancePlanId,Name,InsuranceCarrierId,InsuranceCarrierName
ip_13893,Anthem Platinum 90 HMO,ic_324,Anthem Blue Cross Blue Shield
ip_13894,Anthem Gold 80 PPO,ic_324,Anthem Blue Cross Blue Shield
ip_13895,Anthem Platinum 90 PPO,ic_324,Anthem Blue Cross Blue Shield
ip_13896,Anthem Minimum Coverage,ic_324,Anthem Blue Cross Blue Shield
ip_13897,CA Bronze 60 HMO,ic_385,Kaiser Permanente
ip_13898,CA Bronze 60 HSA HMO,ic_385,Kaiser Permanente
ip_13899,"CA Silver 70 HMO ",ic_385,Kaiser Permanente
ip_13900,"CA Gold 80 HMO ",ic_385,Kaiser Permanente
ip_13901,CA Platinum 90 HMO,ic_385,Kaiser Permanente
ip_13902,CA Minimum Coverage,ic_385,Kaiser Permanente
ip_13903,CA Silver 70 HSA HMO,ic_385,Kaiser Permanente
ip_13904,CA Silver 70 HMO,ic_385,Kaiser Permanente
ip_13905,CA Gold 80 HSA HMO,ic_385,Kaiser Permanente
ip_13906,CA Bronze 60 PPO,ic_385,Kaiser Permanente
ip_13907,CA Silver 70 PPO,ic_385,Kaiser Permanente
ip_13908,CA Gold 80 PPO,ic_385,Kaiser Permanente
ip_13909,CA Platinum 90 PPO,ic_385,Kaiser Permanente
ip_13910,Silver 87 HMO,ic_420,Chinese Community Health Plan
ip_13912,Silver 73 HMO,ic_420,Chinese Community Health Plan
ip_13913,Silver 94 HMO,ic_420,Chinese Community Health Plan
ip_13914,Minimum Coverage HMO,ic_420,Chinese Community Health Plan
ip_13915,Gold 80 HMO,ic_420,Chinese Community Health Plan
ip_13916,Western Health Advantage Bronze 60 HMO,ic_422,Western Health Advantage
ip_13917,Western Health Advantage Silver 70 HMO,ic_422,Western Health Advantage
ip_13918,Gateway Silver,ic_422,Western Health Advantage
ip_13919,Western Health Advantage Bronze 60 HSA HMO,ic_422,Western Health Advantage
ip_13921,Western Health Advantage Gold 80 HMO,ic_422,Western Health Advantage
ip_13922,Western Health Advantage Platinum 90 HMO,ic_422,Western Health Advantage
ip_13925,Western Health Advantage Minimum Coverage HMO,ic_422,Western Health Advantage
ip_13926,Gateway Platinum,ic_422,Western Health Advantage
ip_13927,Gateway Gold,ic_422,Western Health Advantage
ip_13928,Gateway Bronze,ic_422,Western Health Advantage
ip_13931,Silver Seven PPO 3750,ic_438,Blue Shield of California
ip_13932,Gold Full PPO 3000,ic_438,Blue Shield of California
ip_13933,Enhanced Dental PPO,ic_543,Blue Shield of California
ip_13934,Enhanced Dental HMO,ic_543,Blue Shield of California
ip_13935,CA: Molina Minimum Coverage,ic_675,Molina Healthcare
ip_13936,CA: Molina Bronze 60 HMO,ic_675,Molina Healthcare
ip_13937,Molina Silver 94 HMO,ic_675,Molina Healthcare
ip_13938,Molina Silver 87 HMO,ic_675,Molina Healthcare
ip_13939,CA: Molina Silver 73 HMO,ic_675,Molina Healthcare
ip_13940,CA: Molina Silver 70 HMO,ic_675,Molina Healthcare
ip_13941,CA: Molina Gold 80 HMO,ic_675,Molina Healthcare
ip_13942,CA: Molina Platinum 90 HMO,ic_675,Molina Healthcare
ip_13943,Valley Health Plan Bronze 60 HMO,ic_861,Valley Health Plan
ip_13944,Valley Health Plan Silver 70 HMO,ic_861,Valley Health Plan
ip_13945,Valley Health Plan Gold 80 HMO,ic_861,Valley Health Plan
ip_13946,Valley Health Plan Platinum 90 HMO,ic_861,Valley Health Plan
ip_13947,Valley Health Plan Minimum Coverage HMO,ic_861,Valley Health Plan
ip_13958,Olympus,ic_1311,Allianz Worldwide Care
ip_13959,UnitedHealthcare,ic_1311,Allianz Worldwide Care
ip_13960,Premier (Network 1): Platinum,ic_953,Sharp Health Plan
ip_13961,Premier (Network 1): Gold,ic_953,Sharp Health Plan
ip_13962,Premier (Network 1): Silver,ic_953,Sharp Health Plan
ip_13963,Premier (Network 1): Bronze,ic_953,Sharp Health Plan
ip_13964,Performance (Network 2): Platinum,ic_953,Sharp Health Plan
ip_13965,Peformance (Network 2): Gold,ic_953,Sharp Health Plan
ip_13966,Performance (Network 2): Silver,ic_953,Sharp Health Plan
ip_13967,Performance (Network 2): Bronze,ic_953,Sharp Health Plan
ip_13968,Performance (Network 2): Minimum Coverage,ic_953,Sharp Health Plan
ip_13969,Sharp Platinum 90 HMO,ic_953,Sharp Health Plan
ip_13970,Sharp Gold 80 HMO,ic_953,Sharp Health Plan
ip_13971,Sharp Silver 70 HMO,ic_953,Sharp Health Plan
ip_13972,Sharp Silver 70 HMO B,ic_953,Sharp Health Plan
ip_13973,Sharp Silver 70 HSA,ic_953,Sharp Health Plan
ip_13974,Sharp Bronze 60 HSA,ic_953,Sharp Health Plan
ip_13975,Sharp Bronze 60 HMO,ic_953,Sharp Health Plan
ip_13976,Access Dental Family HMO,ic_1312,Access Dental
ip_13977,Family Dental HMO,ic_1313,Dental Health Services
ip_13978,BlueDental Preferred,ic_258,CareFirst Blue Cross Blue Shield  (Dental)
ip_13982,MD Bronze PPO,ic_300,Aetna
ip_13985,BlueChoice HSA Bronze,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_13986,BlueChoice HSA Silver,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_13991,BluePreferred HSA Bronze,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_13996,Cigna HealthCare of Maryland Access HSA Bronze,ic_307,Cigna
ip_13997,Cigna HealthCare of Maryland Access HSA Silver,ic_307,Cigna
ip_13999,MD: EPO Individual Family,ic_371,DentaQuest
ip_14000,MD: EPO Individual Pediatric,ic_371,DentaQuest
ip_14001,MD Bronze,ic_385,Kaiser Permanente
ip_14002,MD Silver,ic_385,Kaiser Permanente
ip_14003,MD Gold,ic_385,Kaiser Permanente
ip_14004,MD Platinum,ic_385,Kaiser Permanente
ip_14005,MD Catastrophic,ic_385,Kaiser Permanente
ip_14006,Select Plan Basic Adults,ic_425,Dominion National
ip_14011,Select Plan Basic Kids,ic_425,Dominion National
ip_14012,Select Plan Premium Adults,ic_425,Dominion National
ip_14013,Select Plan Premium Kids,ic_425,Dominion National
ip_14014,Select Silver 2650,ic_1134,Evergreen Health Cooperative
ip_14015,Select Silver 4400,ic_1134,Evergreen Health Cooperative
ip_14016,HMO Open Access Bronze HSA,ic_1134,Evergreen Health Cooperative
ip_14017,Select Silver 450,ic_1134,Evergreen Health Cooperative
ip_14019,HMO Open Access Silver,ic_1134,Evergreen Health Cooperative
ip_14020,HMO Open Access Silver HSA,ic_1134,Evergreen Health Cooperative
ip_14021,HMO Open Access Gold,ic_1134,Evergreen Health Cooperative
ip_14023,HMO Open Access Platinum,ic_1134,Evergreen Health Cooperative
ip_14024,Select Platinum 250,ic_1134,Evergreen Health Cooperative
ip_14027,POS Silver 4850,ic_1134,Evergreen Health Cooperative
ip_14032,POS Gold 900,ic_1134,Evergreen Health Cooperative
ip_14033,Small Group HMO Open Access Bronze,ic_1134,Evergreen Health Cooperative
ip_14035,Small Group HMO Open Access Gold,ic_1134,Evergreen Health Cooperative
ip_14036,Small Group HMO Open Access Platinum,ic_1134,Evergreen Health Cooperative
ip_14037,Small Group Select Silver,ic_1134,Evergreen Health Cooperative
ip_14039,Small Group Select Platinum,ic_1134,Evergreen Health Cooperative
ip_14041,Small Group POS Silver HSA,ic_1134,Evergreen Health Cooperative
ip_14043,Small Group POS Platinum,ic_1134,Evergreen Health Cooperative
ip_14044,Health First Essential Plan,ic_366,HealthFirst (NY)
ip_14045,Bronze Choice HSA 6350,ic_1314,All Savers Insurance
ip_14046,Bronze Choice 6350,ic_1314,All Savers Insurance
ip_14047,Silver Choice HSA 3650,ic_1314,All Savers Insurance
ip_14048,Silver Choice 4400,ic_1314,All Savers Insurance
ip_14049,Silver Choice 3000,ic_1314,All Savers Insurance
ip_14050,Silver Choice 2500,ic_1314,All Savers Insurance
ip_14051,Gold Choice 1500,ic_1314,All Savers Insurance
ip_14052,Catastrophic Choice 6850,ic_1314,All Savers Insurance
ip_14054,DeltaCare USA Preferred Plan for Families,ic_1315,Alpha Dental
ip_14055,MD Catastrophic,ic_375,Kaiser Permanente
ip_14056,"Anthem Platinum Priority Select ",ic_550,Anthem Blue Cross
ip_14057,Anthem Platinum Select HMO,ic_550,Anthem Blue Cross
ip_14058,"Anthem Gold Priority Select HMO ",ic_550,Anthem Blue Cross
ip_14059,Anthem Gold Select HMO,ic_550,Anthem Blue Cross
ip_14060,Anthem Gold HMO,ic_550,Anthem Blue Cross
ip_14061,Anthem Silver Priority Select HMO,ic_550,Anthem Blue Cross
ip_14062,"Anthem Silver Select HMO ",ic_550,Anthem Blue Cross
ip_14063,Anthem Silver HMO,ic_550,Anthem Blue Cross
ip_14064,Anthem Platinum Select PPO,ic_550,Anthem Blue Cross
ip_14065,Anthem Platinum PPO,ic_550,Anthem Blue Cross
ip_14066,"Anthem Gold Select PPO ",ic_550,Anthem Blue Cross
ip_14067,Anthem Gold PPO,ic_550,Anthem Blue Cross
ip_14068,Anthem Silver Select PPO,ic_550,Anthem Blue Cross
ip_14069,Anthem Silver PPO,ic_550,Anthem Blue Cross
ip_14070,"Anthem Bronze Select PPO ",ic_550,Anthem Blue Cross
ip_14071,Anthem Bronze PPO,ic_550,Anthem Blue Cross
ip_14086,BlueChoice Advantage Gold,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14087,BlueChoice Advantage Bronze,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14088,BlueChoice Advantage Silver,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14089,BlueChoice Advantage Platinum,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14090,"VA, MD: BlueChoice HMO Gold",ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14091,MD: BlueChoice HMO Bronze,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14092,BlueChoice HMO Silver,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14093,BlueChoice HMO Platinum,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14094,BlueChoice Plus Gold,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14095,BlueChoice Plus Bronze,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14096,BlueChoice Plus Silver,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14097,BlueChoice Plus Platinum,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14098,VA: BluePreferred PPO Gold,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14099,BluePreferred PPO Silver,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14100,BluePreferred PPO Platinum,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14101,BluePreferred PPO Bronze,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14103,HealthyBlue Advantage Platinum,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14104,HealthyBlue HMO Gold,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14105,HealthyBlue HMO Silver,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14106,HealthyBlue HMO Platinum,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14107,HealthyBlue Plus Gold,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14109,HealthyBlue Plus Platinum,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14110,HealthyBlue PPO Gold,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14111,HealthyBlue PPO Silver,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14112,HealthyBlue PPO Platinum,ic_305,CareFirst Blue Cross Blue Shield  (Health)
ip_14113,DC UHC OCI HMO Platinum,ic_323,UnitedHealthcare
ip_14114,UHC Choice Plus Platinum,ic_323,UnitedHealthcare
ip_14115,DC UHC OCI HMO Gold,ic_323,UnitedHealthcare
ip_14116,UHC Choice Plus Gold,ic_323,UnitedHealthcare
ip_14117,UHC Choice Gold,ic_323,UnitedHealthcare
ip_14118,DC UHC OCI HMO Silver,ic_323,UnitedHealthcare
ip_14119,UHC Choice Plus Silver,ic_323,UnitedHealthcare
ip_14120,UHC Choice Silver,ic_323,UnitedHealthcare
ip_14121,UHC Choice Bronze,ic_323,UnitedHealthcare
ip_14122,DC Platinum,ic_385,Kaiser Permanente
ip_14123,DC Gold,ic_385,Kaiser Permanente
ip_14124,DC Silver,ic_385,Kaiser Permanente
ip_14125,DC Bronze,ic_385,Kaiser Permanente
ip_14126,DC Catastrophic,ic_385,Kaiser Permanente
ip_14127,Family Preferred Plan,ic_419,Dentegra
ip_14128,Family Basic Plan,ic_419,Dentegra
ip_14129,BESTOne Advantage Gold,ic_992,Best Life And Health
ip_14130,BESTOne Plus Gold,ic_992,Best Life And Health
ip_14131,BESTOne Plus Silver,ic_992,Best Life And Health
ip_14132,BESTOne Basic Silver,ic_992,Best Life And Health
ip_14133,Bronze Select,ic_329,ConnectiCare
ip_14134,UHC Choice Plus Bronze,ic_323,UnitedHealthcare
ip_14135,Platinum Standard,ic_329,ConnectiCare
ip_14136,Gold Standard,ic_329,ConnectiCare
ip_14137,Gold Choice,ic_329,ConnectiCare
ip_14138,Gold Select,ic_329,ConnectiCare
ip_14139,Silver Choice,ic_329,ConnectiCare
ip_14140,Bronze Standard,ic_329,ConnectiCare
ip_14141,Bronze Choice,ic_329,ConnectiCare
ip_14142,Silver Standard,ic_329,ConnectiCare
ip_14146,CO-Options Silver,ic_1139,HealthyCT
ip_14150,Texas Mutual Workers' Compensation Insurance Company,ic_501,Workers' Compensation
ip_14152,MA Family Plan,ic_239,MetLife
ip_14153,HMO Blue (Platinum),ic_574,"Blue Cross Blue Shield of Massachusetts "
ip_14154,HMO Blue (Gold),ic_574,"Blue Cross Blue Shield of Massachusetts "
ip_14155,Access Blue (Silver),ic_574,"Blue Cross Blue Shield of Massachusetts "
ip_14156,Access Blue (Bronze),ic_574,"Blue Cross Blue Shield of Massachusetts "
ip_14157,HMO Blue (Catastrophic),ic_574,"Blue Cross Blue Shield of Massachusetts "
ip_14158,Core Coverage HMO,ic_615,Harvard Pilgrim Health Care
ip_14160,Focus Network,ic_615,Harvard Pilgrim Health Care
ip_14161,Tiered Copayment HMO,ic_615,Harvard Pilgrim Health Care
ip_14162,Best Buy HSA HMO,ic_615,Harvard Pilgrim Health Care
ip_14163,Best Buy HSA PPO,ic_615,Harvard Pilgrim Health Care
ip_14165,Direct Bronze,ic_615,Harvard Pilgrim Health Care
ip_14166,Direct Silver,ic_615,Harvard Pilgrim Health Care
ip_14168,Direct Gold,ic_615,Harvard Pilgrim Health Care
ip_14169,Premier Silver,ic_615,Harvard Pilgrim Health Care
ip_14170,Direct Platinum,ic_615,Harvard Pilgrim Health Care
ip_14171,Premier Gold,ic_615,Harvard Pilgrim Health Care
ip_14172,Direct Catastrophic,ic_615,Harvard Pilgrim Health Care
ip_14173,Direct ConnectorCare Plan,ic_615,Harvard Pilgrim Health Care
ip_14174,Premier Platinum,ic_615,Harvard Pilgrim Health Care
ip_14175,Premier Bronze,ic_615,Harvard Pilgrim Health Care
ip_14176,NHP Prime HMO Platinum,ic_617,Neighborhood Health Plan (Massachusetts)
ip_14177,NHP Prime HMO Gold,ic_617,Neighborhood Health Plan (Massachusetts)
ip_14178,NHP Prime HMO Silver,ic_617,Neighborhood Health Plan (Massachusetts)
ip_14179,NHP Prime HMO Bronze,ic_617,Neighborhood Health Plan (Massachusetts)
ip_14180,NHP ConnectorCare,ic_617,Neighborhood Health Plan (Massachusetts)
ip_14182,NHP Prime HMO Catastrophic,ic_617,Neighborhood Health Plan (Massachusetts)
ip_14186,Catastrophic,ic_621,UPMC Health Plan
ip_14188,Bronze,ic_621,UPMC Health Plan
ip_14189,Silver,ic_621,UPMC Health Plan
ip_14190,Silver HSA,ic_621,UPMC Health Plan
ip_14191,Gold,ic_621,UPMC Health Plan
ip_14192,Platinum,ic_621,UPMC Health Plan
ip_14195,HNE Connector Bronze,ic_628,Health New England
ip_14196,HNE Connector Silver,ic_628,Health New England
ip_14197,HNE Connector Gold,ic_628,Health New England
ip_14198,HNE Connector Platinum,ic_628,Health New England
ip_14200,HNE PPO Wise,ic_628,Health New England
ip_14201,HNE PPO Essential,ic_628,Health New England
ip_14202,Ambetter Essential Care (Bronze),ic_633,CeltiCare Health Plan
ip_14203,Ambetter Balanced Care (Silver),ic_633,CeltiCare Health Plan
ip_14204,Ambetter Secure Care (Gold),ic_633,CeltiCare Health Plan
ip_14205,Ambetter Platinum,ic_633,CeltiCare Health Plan
ip_14206,ConnectorCare,ic_633,CeltiCare Health Plan
ip_14207,Altus Dental Under Age 19 Plan,ic_656,Altus Dental
ip_14208,Altus Dental High Plan,ic_656,Altus Dental
ip_14209,Altus Dental Low Plan,ic_656,Altus Dental
ip_14210,Platinum,ic_680,BMC HealthNet Plan
ip_14211,Gold,ic_680,BMC HealthNet Plan
ip_14212,Silver,ic_680,BMC HealthNet Plan
ip_14213,Bronze,ic_680,BMC HealthNet Plan
ip_14214,MyDoc HMO Platinum,ic_1262,Minuteman Health
ip_14215,MyDoc HMO Gold,ic_1262,Minuteman Health
ip_14216,MyDoc HMO Silver,ic_1262,Minuteman Health
ip_14217,MyDoc HMO Bronze,ic_1262,Minuteman Health
ip_14218,MyDoc HMO Simple,ic_1262,Minuteman Health
ip_14219,MyDoc PPO Select,ic_1262,Minuteman Health
ip_14220,MyDoc HMO ConnectorCare,ic_1262,Minuteman Health
ip_14221,Cigna Connect Bronze,ic_307,Cigna
ip_14222,CO: Cigna Vantage Bronze,ic_307,Cigna
ip_14223,Cigna Connect Silver,ic_307,Cigna
ip_14224,CO: Cigna Vantage Silver,ic_307,Cigna
ip_14225,Cigna Connect Gold,ic_307,Cigna
ip_14226,CO: Cigna Vantage Gold,ic_307,Cigna
ip_14228,Anthem Silver Pathway X HMO,ic_324,Anthem Blue Cross Blue Shield
ip_14229,Anthem Bronze Pathway X HMO,ic_324,Anthem Blue Cross Blue Shield
ip_14230,Anthem Gold Pathway X HMO,ic_324,Anthem Blue Cross Blue Shield
ip_14231,CO Catastrophic,ic_385,Kaiser Permanente
ip_14232,CO Bronze,ic_385,Kaiser Permanente
ip_14233,CO Silver,ic_385,Kaiser Permanente
ip_14234,CO Gold,ic_385,Kaiser Permanente
ip_14235,New West Focus HMO Bronze,ic_695,Rocky Mountain Health Plans
ip_14236,New West Focus HMO Silver,ic_695,Rocky Mountain Health Plans
ip_14245,WA Gold,ic_385,Kaiser Permanente
ip_14246,WA Silver,ic_385,Kaiser Permanente
ip_14247,WA Bronze,ic_385,Kaiser Permanente
ip_14248,WA Catastrophic,ic_385,Kaiser Permanente
ip_14250,WA Dental Plan,ic_375,Kaiser Permanente
ip_14251,Silver Select,ic_1316,Denver Health Medical Plan
ip_14252,Silver Standard,ic_1316,Denver Health Medical Plan
ip_14253,Bronze HSA,ic_1316,Denver Health Medical Plan
ip_14254,Gold Select,ic_1316,Denver Health Medical Plan
ip_14255,Gold Standard,ic_1316,Denver Health Medical Plan
ip_14256,Elevate Bronze,ic_1316,Denver Health Medical Plan
ip_14257,Elevate Silver,ic_1316,Denver Health Medical Plan
ip_14258,Elevate Gold,ic_1316,Denver Health Medical Plan
ip_14259,Premera Blue Cross Gold,ic_601,Premera Blue Cross
ip_14260,Premera Blue Cross Silver,ic_601,Premera Blue Cross
ip_14262,Premera Blue Cross Bronze,ic_601,Premera Blue Cross
ip_14263,Essential Gold EPO,ic_659,LifeWise
ip_14264,Essential Silver EPO,ic_659,LifeWise
ip_14265,Essential Bronze EPO,ic_659,LifeWise
ip_14266,Flex Gold,ic_671,Group Health Cooperative
ip_14267,Flex Silver,ic_671,Group Health Cooperative
ip_14268,Core Silver,ic_671,Group Health Cooperative
ip_14269,Core Bronze,ic_671,Group Health Cooperative
ip_14270,Flex Bronze,ic_671,Group Health Cooperative
ip_14271,Core Catastrophic,ic_671,Group Health Cooperative
ip_14272,WA: Gold,ic_675,Molina Healthcare
ip_14273,WA: Silver,ic_675,Molina Healthcare
ip_14274,WA: Bronze,ic_675,Molina Healthcare
ip_14275,Community HealthEssentials Plus,ic_677,Community Health Plan of Washington
ip_14276,Ambetter Gold,ic_1067,Coordinated Care Health
ip_14277,Ambetter Balanced Care,ic_1067,Coordinated Care Health
ip_14278,Ambetter Essential Care,ic_1067,Coordinated Care Health
ip_14279,Providence-Swedish,ic_1115,BridgeSpan
ip_14280,Evergreen Health Partners,ic_1115,BridgeSpan
ip_14281,Summit Silver,ic_1122,Health Alliance
ip_14282,Summit Bronze,ic_1122,Health Alliance
ip_14284,Plan 460,ic_1317,California Dental
ip_14285,Plan 411,ic_1317,California Dental
ip_14286,Plan 595,ic_1317,California Dental
ip_14287,Advantage Plans,ic_1317,California Dental
ip_14292,First Smile-EarlyCare,ic_1313,Dental Health Services
ip_14293,BlueSave Catastrophic,ic_698,Blue Cross Blue Shield of Minnesota
ip_14294,BlueAccess Silver,ic_698,Blue Cross Blue Shield of Minnesota
ip_14295,BlueAccess Gold,ic_698,Blue Cross Blue Shield of Minnesota
ip_14296,BlueCross and BlueShield Silver,ic_698,Blue Cross Blue Shield of Minnesota
ip_14297,BlueCross and BlueShield Gold,ic_698,Blue Cross Blue Shield of Minnesota
ip_14298,Blue Plus Mayo Clinic Network,ic_698,Blue Cross Blue Shield of Minnesota
ip_14299,Blue Plus St. Luke's Network,ic_698,Blue Cross Blue Shield of Minnesota
ip_14300,Medica Individual Choice,ic_704,Medica
ip_14301,Altru Prime by Medica,ic_704,Medica
ip_14309,Kentucky: Silver,ic_418,Wellcare
ip_14311,Baptist Health Plan Bronze,ic_1318,Baptist Health Plan
ip_14312,Baptist Health Plan Bronze,ic_1318,Baptist Health Plan
ip_14313,Baptist Health Plan Silver,ic_1318,Baptist Health Plan
ip_14315,Baptist Health Plan Catastrophic,ic_1318,Baptist Health Plan
ip_14320,Economy,ic_1023,Neighborhood Health Plan of Rhode Island
ip_14321,Principal,ic_1023,Neighborhood Health Plan of Rhode Island
ip_14322,Prime,ic_1023,Neighborhood Health Plan of Rhode Island
ip_14323,Grinwell PPO,ic_223,Delta Dental
ip_14324,Bronze Connect,ic_1094,Blue Cross of Idaho
ip_14325,Bronze Saver,ic_1094,Blue Cross of Idaho
ip_14326,Bronze Choice,ic_1094,Blue Cross of Idaho
ip_14327,Silver Connect,ic_1094,Blue Cross of Idaho
ip_14328,Silver Choice,ic_1094,Blue Cross of Idaho
ip_14329,Silver Carepoint,ic_1094,Blue Cross of Idaho
ip_14330,Gold Connect,ic_1094,Blue Cross of Idaho
ip_14331,Gold Choice,ic_1094,Blue Cross of Idaho
ip_14332,Silver Saver,ic_1094,Blue Cross of Idaho
ip_14333,ID: Bronze,ic_1115,BridgeSpan
ip_14334,ID: Silver,ic_1115,BridgeSpan
ip_14335,ID: Gold,ic_1115,BridgeSpan
ip_14336,BESTOne Silver,ic_992,Best Life And Health
ip_14338,Bronze,ic_1319,Mountain Health Co-Op
ip_14339,Silver,ic_1319,Mountain Health Co-Op
ip_14340,Gold,ic_1319,Mountain Health Co-Op
ip_14341,Willamette Dental ProCare Idaho,ic_1320,Willamette Dental Group
ip_14342,BCBSVT Platinum,ic_996,Blue Cross Blue Shield of Vermont
ip_14343,BCBSVT Gold,ic_996,Blue Cross Blue Shield of Vermont
ip_14344,BCBSVT Silver,ic_996,Blue Cross Blue Shield of Vermont
ip_14345,BCBSVT Bronze,ic_996,Blue Cross Blue Shield of Vermont
ip_14346,BCBSVT Catastrophic,ic_996,Blue Cross Blue Shield of Vermont
ip_14348,Dental Blue Plus,ic_830,Blue Cross Blue Shield of Alabama
ip_14349,Blue HSA Bronze,ic_793,Blue Cross Blue Shield of Alabama
ip_14350,Blue Saver Bronze,ic_793,Blue Cross Blue Shield of Alabama
ip_14351,Blue Protect,ic_793,Blue Cross Blue Shield of Alabama
ip_14352,"Blue Cross Select Gold, a Multi-State Plan",ic_793,Blue Cross Blue Shield of Alabama
ip_14353,Blue Value Gold,ic_793,Blue Cross Blue Shield of Alabama
ip_14354,"Blue Cross Select Silver, a Multi-State Plan",ic_793,Blue Cross Blue Shield of Alabama
ip_14355,Blue Saver Silver,ic_793,Blue Cross Blue Shield of Alabama
ip_14356,Blue Access Gold,ic_793,Blue Cross Blue Shield of Alabama
ip_14357,Blue HSA Gold,ic_793,Blue Cross Blue Shield of Alabama
ip_14358,Blue Choice Platinum,ic_793,Blue Cross Blue Shield of Alabama
ip_14359,Blue Secure Silver,ic_793,Blue Cross Blue Shield of Alabama
ip_14360,Plan Bronze Network E,ic_828,Blue Cross Blue Shield of Tennessee
ip_14361,Bronze Network S,ic_828,Blue Cross Blue Shield of Tennessee
ip_14362,"Bronze Network P, a Multi-State Plan",ic_828,Blue Cross Blue Shield of Tennessee
ip_14363,Gold Network E,ic_828,Blue Cross Blue Shield of Tennessee
ip_14364,Gold Network S,ic_828,Blue Cross Blue Shield of Tennessee
ip_14365,"Gold Network P, a Mult-State Plan",ic_828,Blue Cross Blue Shield of Tennessee
ip_14366,Platinum Network E,ic_828,Blue Cross Blue Shield of Tennessee
ip_14367,Platinum Network S,ic_828,Blue Cross Blue Shield of Tennessee
ip_14368,Silver Network E,ic_828,Blue Cross Blue Shield of Tennessee
ip_14369,Silver Network S,ic_828,Blue Cross Blue Shield of Tennessee
ip_14370,"Silver Network P, a Multi-State Plan",ic_828,Blue Cross Blue Shield of Tennessee
ip_14383,Ambetter Essential Care,ic_599,Peach State Health Plan
ip_14384,Ambetter Secure Care,ic_599,Peach State Health Plan
ip_14385,Ambetter Balanced Care,ic_599,Peach State Health Plan
ip_14386,Ambetter Essential Care,ic_1057,Peach State Health Plan
ip_14387,Ambetter Balanced Care,ic_1057,Peach State Health Plan
ip_14388,Blue Advantage Bronze PPO,ic_854,Blue Cross Blue Shield of Oklahoma
ip_14389,"Blue Cross Blue Shield Basic 103, a Multi-State Plan",ic_854,Blue Cross Blue Shield of Oklahoma
ip_14390,Blue Preferred Bronze PPO,ic_854,Blue Cross Blue Shield of Oklahoma
ip_14391,Blue Preferred Security PPO,ic_854,Blue Cross Blue Shield of Oklahoma
ip_14392,Blue Advantage Gold PPO,ic_854,Blue Cross Blue Shield of Oklahoma
ip_14393,"Blue Cross Blue Shield Premier 101, a Multi-State Plan",ic_854,Blue Cross Blue Shield of Oklahoma
ip_14394,Blue Advantage Silver PPO,ic_854,Blue Cross Blue Shield of Oklahoma
ip_14395,"Blue Cross Blue Shield Solution 102, a Multi-State Plan",ic_854,Blue Cross Blue Shield of Oklahoma
ip_14396,Blue Preferred Silver PPO,ic_854,Blue Cross Blue Shield of Oklahoma
ip_14398,Blue Choice Bronze PPO,ic_854,Blue Cross Blue Shield of Oklahoma
ip_14399,Blue Choice Gold PPO,ic_854,Blue Cross Blue Shield of Oklahoma
ip_14400,Blue Preferred Gold PPO,ic_854,Blue Cross Blue Shield of Oklahoma
ip_14401,Blue Choice Silver PPO,ic_854,Blue Cross Blue Shield of Oklahoma
ip_14402,Prestige Bronze 20,ic_1321,Network Health Plan
ip_14404,Prestige Silver 0,ic_1321,Network Health Plan
ip_14405,Prestige Silver 20,ic_1321,Network Health Plan
ip_14406,"Blue Cross Blue Shield Plus, a Multi-State Plan",ic_601,Premera Blue Cross
ip_14407,Community Health Choice HMO Bronze 003,ic_513,Community Health Choice
ip_14408,Community Health Choice HMO Gold 001,ic_513,Community Health Choice
ip_14409,Community Health Choice HMO Gold 005,ic_513,Community Health Choice
ip_14410,Community Health Choice HMO Silver 002,ic_513,Community Health Choice
ip_14411,Community Health Choice HMO Silver 004,ic_513,Community Health Choice
ip_14413,Cigna FocusIn HSA Bronze,ic_307,Cigna
ip_14414,Cigna FocusIn Flex Gold,ic_307,Cigna
